,DE_MUNICIP_org,DE_MUNICIP,PROVINCE,LONGITUDE,LATITUDE,ALTITUDE
637,SANTA EUGENIA DE BERGA,SANTA EUGÈNIA DE BERGA,Barcelona,2.282964801,41.90023339,538
638,SANTA EULARIA DES RIU,SANTA EULÀRIA DES RIU,Illes Balears,1.533321,38.985112,10
639,SANTA GADEA DEL CID,SANTA GADEA DEL CID,Burgos,-3.058878946,42.71456939,506
640,SANTA LUCIA DE TIRAJANA,SANTA LUCÍA DE TIRAJANA,Las Palmas,-15.54064054,27.91206145,690
641,SANTA MARGALIDA,SANTA MARGALIDA,Illes Balears,3.10127212,39.70308972,92
642,SANTA MARGARIDA DE MONTBUI,SANTA MARGARIDA DE MONTBUI,Barcelona,1.60867,41.57463,320
643,SANTA MARIA DE CAYON,SANTA MARÍA DE CAYÓN,Cantabria,-3.852944444,43.30961111,95
644,SANTA MARIA DE GUIA,SANTA MARÍA DE DULCIS,Huesca,0.016262628,42.11486519,427
645,SANTA MARIA DEL CAMI,SANTA MARÍA DEL CAMÍ,Illes Balears,2.778762712,39.64719778,129
646,SANTA MARIA DEL PARAMO,SANTA MARÍA DEL PÁRAMO,León,-5.749308937,42.3534464,808
647,SANTA MARINA DEL REY,SANTA MARINA DEL REY,León,-5.860824338,42.51395282,844
648,SANTA MARTA DE TORMES,SANTA MARTA DE TORMES,Salamanca,-5.630865954,40.94901152,782
649,SANTA SUSANNA,SANTA SUSANNA,Barcelona,2.70757338,41.63527208,9
650,SANTANDER,SANTANDER,Cantabria,-3.809990345,43.46234344,6
651,SANTANYI,SANTANYÍ,Illes Balears,3.128350103,39.35433383,58
652,SANTAS MARTAS,SANTAS MARTAS,León,-5.369340511,42.43095095,836
653,SANTIAGO DE COMPOSTELA,SANTIAGO DE COMPOSTELA,A Coruña,-8.546279665,42.88013729,247
654,SANTILLANA,CANTILLANA,Sevilla,-5.825876608,37.60870443,28
655,SANTILLANA DEL MAR,SANTILLANA DEL MAR,Cantabria,-4.108361111,43.39058333,91
656,SANTOÃ‘A,SANTOÑA,Cantabria,-3.456168877,43.44486746,5
657,SANTURTZI,SANTURTZI,Bizkaia,-3.032998332,43.32880226,6
658,SARIÃ‘ENA,SARIÑENA,Huesca,-0.157634184,41.79214589,281
659,SARRION,SARRIÓN,Teruel,-0.815520182,40.14074048,990
660,SASAMON,SASAMÓN,Burgos,-4.04353133,42.41773372,823
661,SEGOVIA,SEGOVIA,Segovia,-4.1242287,40.95056392,1002
662,SELVA,SELVA,Illes Balears,2.901076886,39.75452173,193
663,SES SALINES,SES SALINES,Illes Balears,3.053505097,39.33932279,44
664,SESEÃ‘A,SESEÑA,Toledo,-3.697336317,40.10450586,607
665,SESTAO,SESTAO,Bizkaia,-3.007626505,43.30970998,62
666,SETLA,ELS POBLETS,Alacant/Alicante,0.016036801,38.84912798,15
667,SEVILLA,SEVILLA,Sevilla,-5.994477382,37.38863668,9
668,SIGUENZA,SIGÜENZA,Guadalajara,-2.640327165,41.06769162,1009
669,SIGÃœENZA,SIGÜENZA,Guadalajara,-2.640327165,41.06769162,1009
670,SITGES,SITGES,Barcelona,1.811855189,41.2350931,14
671,SOBA,SOBA,Cantabria,-3.522138889,43.18591667,343
672,SOCUELLAMOS,SOCUÉLLAMOS,Ciudad Real,-2.792589859,39.28647673,677
673,SOLORZANO,SOLÓRZANO,Cantabria,-3.587416667,43.381,84
674,SON SERVERA,SON SERVERA,Illes Balears,3.360318346,39.62110287,75
675,SOTO DE LA VEGA,SOTO DE LA VEGA,León,-5.881149812,42.33242572,777
676,SOTOBAÃ‘ADO Y PRIORATO,SOTOBAÑADO Y PRIORATO,Palencia,-4.441663648,42.59041128,895
677,SOTRESGUDO,SOTRESGUDO,Burgos,-4.17699242,42.57845949,868
678,SUANCES,SUANCES,Cantabria,-4.042,43.42602778,95
679,TACORONTE,TACORONTE,Santa Cruz de Tenerife,-16.41274616,28.48091202,488
680,TAFALLA,TAFALLA,Navarra,-1.674841483,42.52785373,421
681,TALAVAN,TALAVÁN,Cáceres,-6.281643016,39.71818833,371
682,TAMA,CILLORIGO DE LIÉBANA,Cantabria,-4.600472222,43.17725,259
683,TARADELL,TARADELL,Barcelona,2.28747892,41.87368679,631
684,TARAZONA DE LA MANCHA,TARAZONA DE LA MANCHA,Albacete,-1.912846935,39.26533717,708
685,TARDAGUILA,TARDÁGUILA,Salamanca,-5.575303899,41.11473206,830
686,TARIFA,TARIFA,Cádiz,-5.602048409,36.01172432,14
687,TARODA,TARODA,Soria,-2.43392677,41.34764269,1027
688,TARRAGONA,TARRAGONA,Tarragona,1.254161558,41.11745293,50
689,TARREGA,TÀRREGA,Lleida,1.13894591,41.6463488,371
690,TARRIO,AMES,A Coruña,-8.650328931,42.85945502,33
691,TAUSTE,TAUSTE,Zaragoza,-1.255446981,41.92122282,269
692,TEGUESTE,TEGUESTE,Santa Cruz de Tenerife,-16.33656444,28.52266681,399
693,TEGUISE,TEGUISE,Las Palmas,-13.56132916,29.05722629,297
694,TELDE,TELDE,Las Palmas,-15.41469543,28.00321531,115
695,TEROR,TEROR,Las Palmas,-15.54841984,28.05955073,590
696,TERRASSA,TERRASSA,Barcelona,2.01013,41.56314237,283
697,TERUEL,TERUEL,Teruel,-1.108028132,40.34354359,917
698,TIAS,TÍAS,Las Palmas,-13.65435451,28.95221093,202
699,TINAJO,TINAJO,Las Palmas,-13.67645608,29.06655786,200
700,TINEO,TINEO,Asturias,-6.416402432,43.33409542,649
701,TIVISSA,TIVISSA,Tarragona,0.73259696,41.0426031,312
702,TOCINA,TOCINA,Sevilla,-5.733042887,37.60985554,26
703,TOLOSA,TOLOSA,Gipuzkoa,-2.071922439,43.13809461,75
704,TOMARES,TOMARES,Sevilla,-6.045074643,37.37393199,66
705,TOMELLOSO,TOMELLOSO,Ciudad Real,-3.021528929,39.15877703,662
706,TOPAS,TOPAS,Salamanca,-5.633068725,41.15695528,821
707,TORDERA,TORDERA,Barcelona,2.718588087,41.70171978,32
708,TORRALBA DE CALATRAVA,TORRALBA DE CALATRAVA,Ciudad Real,-3.749955938,39.01601529,617
709,TORRE BAJA,TORREBAJA,València/Valencia,-1.256376321,40.09614252,736
710,TORRE DEL CAMPO,TORRIJO DEL CAMPO,Teruel,-1.337314841,40.82672118,923
711,TORRE ENDOMENECH,LA TORRE D'EN DOMÉNEC,Castelló/Castellón,0.070549955,40.26353297,305
712,TORREBLANCA,TORREBLANCA,Castelló/Castellón,0.194980395,40.22038684,29
713,TORREDELCAMPO,TORREDELCAMPO,Jaén,-3.896955071,37.7704517,646
714,TORREDEMBARRA,TORREDEMBARRA,Tarragona,1.396030969,41.14607366,22
715,TORREDONJIMENO,TORREDONJIMENO,Jaén,-3.958870224,37.76576161,586
716,TORREJON DE ARDOZ,TORREJÓN DE ARDOZ,Madrid,-3.479824013,40.45917387,585
717,TORREJON DEL REY,TORREJÓN DEL REY,Guadalajara,-3.33708484,40.64444121,719
718,TORRELAVEGA,TORRELAVEGA,Cantabria,-4.050638889,43.34911111,21
719,TORREMEJIA,TORREMEJÍA,Badajoz,-6.376271458,38.78933299,306
720,TORRENT,TORRENT,València/Valencia,-0.465981759,39.43672137,46
721,TORRENT,TORRENT,Girona,3.128197269,41.95184285,38
722,TORRES DE LA ALAMEDA,TORRES DE LA ALAMEDA,Madrid,-3.362815239,40.40594627,658
723,TORREVIEJA,TORREVIEJA,Alacant/Alicante,-0.683382913,37.97767803,8
724,TORROX,TORROX,Málaga,-3.952651985,36.75846957,147
725,TRESVISO,TRESVISO,Cantabria,-4.668583333,43.25752778,907
726,TUDELA,TUDELA,Navarra,-1.60604545,42.06369024,262
727,UBEDA,ÚBEDA,Jaén,-3.368450074,38.00821735,730
728,UBRIQUE,UBRIQUE,Cádiz,-5.443137605,36.67745675,335
729,UCEDA,UCEDA,Guadalajara,-3.465026323,40.84246551,779
730,UGENA,UGENA,Toledo,-3.876056273,40.1553306,652
731,UMBRETE,UMBRETE,Sevilla,-6.157992369,37.36991155,121
732,URDIALES DEL PARAMO,URDIALES DEL PÁRAMO,León,-5.773788687,42.37156885,808
733,UTEBO,UTEBO,Zaragoza,-0.998283325,41.70981736,207
734,UZTARROZ,UZTÁRROZ/UZTARROTZE,Navarre,-0.9567,42.9194,
735,VALDALIGA,VALDÁLIGA,Cantabria,-4.350222222,43.32922222,44
736,VALDE-UCIEZA,VALDE-UCIEZA,Palencia,-4.575368074,42.39935065,841
737,VALDEAVERO,VALDEAVERO,Madrid,-3.333043809,40.63105497,708
738,VALDECILLA,MEDIO CUDEYO,Cantabria,-3.734444444,43.37869444,76
739,VALDELCUBO,VALDELCUBO,Guadalajara,-2.675843932,41.227033,1018
740,VALDEOLMOS,VALDEOLMILLOS,Palencia,-4.399486979,42.04125931,781
741,VALDEOLMOS-ALALPARDO,VALDEOLMOS-ALALPARDO,Madrid,-3.474985453,40.62880859,672
742,VALDEPIELAGO,VALDEPIÉLAGO,León,-5.400774324,42.87034532,1027
743,VALDEPRADO DEL RIO,VALDEPRADO DEL RÍO,Cantabria,-4.077138889,42.90958333,955
744,VALDERREDIBLE,VALDERREDIBLE,Cantabria,-3.940694444,42.80563889,715
745,VALDES,VALDÉS,Asturias,-6.536024964,43.54405934,4
746,VALDEVIMBRE,VALDEVIMBRE,León,-5.617403494,42.42044538,804
747,VALENCIA,VALÈNCIA,València/Valencia,-0.37739329,39.46990124,16
748,VALLADOLID,VALLADOLID,Valladolid,-4.728687252,41.65252015,690
749,VALLDEMOSSA,VALLDEMOSSA,Illes Balears,2.621777744,39.7091591,407
750,VALLE DE ABDALAJIS,VALLE DE ABDALAJÍS,Málaga,-4.682981603,36.93126696,344
751,VALLE DE VALDEBEZANA,VALLE DE VALDEBEZANA,Burgos,-3.786358615,42.96984761,839
752,VALSECA,VALSECA,Segovia,-4.175163741,41.00012384,943
753,VALVERDE,VALVERDE,Santa Cruz de Tenerife,-17.91496172,27.80686412,582
754,VALVERDE DEL CAMINO,VALVERDE DEL CAMINO,Huelva,-6.753476165,37.57320768,277
755,VEGAS DE MATUTE,VEGAS DE MATUTE,Segovia,-4.27775939,40.79539461,1017
756,VEGUILLA,SOBA,Cantabria,-3.522138889,43.18591667,343
757,VELEZ BENAUDALLA,VÉLEZ DE BENAUDALLA,Granada,-3.515882838,36.83218852,169
758,VELEZ-MALAGA,VÉLEZ-MÁLAGA,Málaga,-4.104302211,36.78133591,46
759,VELILLA DE SAN ANTONIO,VELILLA DE SAN ANTONIO,Madrid,-3.487861929,40.3669571,552
760,VERA,VERA,Almería,-1.868307,37.246954,99
761,VERGER (EL),EL VERGER,Alacant/Alicante,0.010425143,38.8472443,18
762,VIC,VIC,Barcelona,2.255047931,41.92991328,498
763,VICAR,VÍCAR,Almería,-2.643187459,36.83102231,274
764,VIGO,VIGO,Pontevedra,-8.726788225,42.23588559,62
765,VILA-REAL,VILA-REAL,Castelló/Castellón,-0.101304152,39.93665699,41
766,VILABLAREIX,VILABLAREIX,Girona,2.793706285,41.95243336,100
767,VILAFRANCA DE BONANY,VILAFRANCA DE BONANY,Illes Balears,3.088904186,39.56861547,93
768,VILANOVA D'ALCOLEA,VILANOVA D'ALCOLEA,Castelló/Castellón,0.072823451,40.23104425,347
769,VILCHES,VILCHES,Jaén,-3.507639828,38.20460289,545
770,VILLABUENA DEL PUENTE,VILLABUENA DEL PUENTE,Zamora,-5.408623014,41.37986775,707
771,VILLACARRILLO,VILLACARRILLO,Jaén,-3.087310475,38.11534606,788
772,VILLADIEGO,VILLADIEGO,Burgos,-4.010133766,42.51592832,839
773,VILLAESCUSA,VILLAESCUSA,Zamora,-5.464098688,41.20613553,825
774,VILLAESCUSA,VILLAESCUSA,Cantabria,-3.856638889,43.37033333,35
775,VILLAFRANCA DE LOS BARROS,VILLAFRANCA DE LOS BARROS,Badajoz,-6.338868544,38.56151044,414
776,VILLAHERREROS,VILLAHERREROS,Palencia,-4.46242059,42.38939085,825
777,VILLAJOYOSA/LA VILA JOIOSA,LA VILA JOIOSA/VILLAJOYOSA,Alacant/Alicante,-0.232622623,38.50511374,26
778,VILLALBILLA,VILLALBILLA,Madrid,-3.2986884,40.43250956,738
779,VILLALUENGA DE LA VEGA,VILLALUENGA DE LA VEGA,Palencia,-4.765371341,42.52383205,913
780,VILLAMERIEL,VILLAMERIEL,Palencia,-4.475047163,42.52788789,903
781,VILLANUEVA DE GALLEGO,VILLANUEVA DE GÁLLEGO,Zaragoza,-0.821734496,41.76777142,243
782,VILLANUEVA DE HUERVA,VILLANUEVA DE HUERVA,Zaragoza,-1.03563678,41.35294005,534
783,VILLANUEVA DE LA CONCEPCION,VILLANUEVA DE LA CONCEPCIÓN,Málaga,-4.528681097,36.93273552,612
784,VILLANUEVA DE LAS MANZANAS,VILLANUEVA DE LAS MANZANAS,León,-5.480522787,42.47000242,779
785,VILLANUEVA DEL RIO Y MINAS,VILLANUEVA DEL RÍO Y MINAS,Sevilla,-5.71415883,37.65992614,54
786,VILLANUÃ‘O DE VALDAVIA,VILLANUÑO DE VALDAVIA,Palencia,-4.518353099,42.50830289,865
787,VILLAOBISPO DE OTERO,VILLAOBISPO DE OTERO,León,-6.059604858,42.50082168,876
788,VILLAPROVEDO,VILLAPROVEDO,Palencia,-4.397307596,42.51676198,876
789,VILLAR DEL OLMO,VILLAR DEL OLMO,Madrid,-3.235648326,40.33657025,676
790,VILLAREJO DE ORBIGO,VILLAREJO DE ÓRBIGO,León,-5.903422799,42.44429419,814
791,VILLARES DE LA REINA,VILLARES DE LA REINA,Salamanca,-5.646475441,41.00833367,813
792,VILLARRABE,VILLARRABÉ,Palencia,-4.783736669,42.42146368,898
793,VILLARREAL/VILA-REAL,VILA-REAL,Castelló/Castellón,-0.101304152,39.93665699,41
794,VILLARRUBIA DE LOS OJOS,VILLARRUBIA DE LOS OJOS,Ciudad Real,-3.607635389,39.21795451,621
795,VILLARTA DE SAN JUAN,VILLARTA DE SAN JUAN,Ciudad Real,-3.424763385,39.23886164,627
796,VILLASANDINO,VILLASANDINO,Burgos,-4.110933814,42.3720571,794
797,VILLASARRACINO,VILLASARRACINO,Palencia,-4.496964788,42.41210137,843
798,VILLASILA DE VALDAVIA,VILLASILA DE VALDAVIA,Palencia,-4.559612409,42.53205726,870
799,VILLAVERDE DE GUADALIMAR,VILLAVERDE DE GUADALIMAR,Albacete,-2.518480636,38.456169,799
800,VILLAYUSO,CIEZA,Murcia,-1.42772981,38.23659383,187
801,VILLAYUSO,CIEZA,Cantabria,-4.096722222,43.22105556,174
802,VILLAZANZO DE VALDERADUEY,VILLAZANZO DE VALDERADUEY,León,-4.96465214,42.53656187,914
803,VILOBI D'ONYAR,VILOBÍ D'ONYAR,Girona,2.742900818,41.88832992,117
804,VINAROS,VINARÒS,Castelló/Castellón,0.474684425,40.47065028,7
805,VITORIA-GASTEIZ,VITORIA-GASTEIZ,Araba/Álava,-2.672340318,42.84682395,526
806,VIVEIRO,VIVEIRO,Lugo,-7.595224784,43.66214151,9
807,XIRIVELLA,XIRIVELLA,València/Valencia,-0.428657816,39.46304643,32
808,XUNQUEIRA DE AMBIA,XUNQUEIRA DE AMBÍA,Ourense,-7.735274608,42.20411096,542
809,YAIZA,YAIZA,Las Palmas,-13.7644852,28.95247817,179
810,YELES,YELES,Toledo,-3.803976286,40.1200479,545
811,YUNCOS,YUNCOS,Toledo,-3.874486368,40.08546545,553
812,YUNQUERA,YUNQUERA,Málaga,-4.917332409,36.73420332,695
813,ZAFRA,ZAFRA,Badajoz,-6.418558803,38.42634413,509
814,ZARAGOZA,ZARAGOZA,Zaragoza,-0.877317861,41.65620791,208
815,ZARZOSA DE RIO PISUERGA,ZARZOSA DE RÍO PISUERGA,Burgos,-4.267592957,42.5361905,826
816,ZUERA,ZUERA,Zaragoza,-0.787164826,41.86839266,278
